sentiment	text
negative	No, they wouldn't. Nor would millions of Christians want the 3rd world crap holes they live in. http://t.co/JJbFPPSrD5
neutral	@hoglife209 I say either June 7th or 8th we play hooky from work and check out the Red Sox and Giants in SF
neutral	tom brady supports Donald trump. Therefore he's gonna throw 4 pics and pull his hamstring on Thursday night.
positive	@YousraFazal Chanel is favourite brand - Gucci comes in 2nd place! I have a big addiction when it comes to buying perfumes. I need to stop
neutral	April 4th against the Red Sox, already scheduled it off work
neutral	I mean it's decent but people are treating it like the 2nd coming of Iron Maiden. It's not. Relax.
neutral	@SaiyanNox I doubt it's coming at this point, may as well just get it on PS4 when you decide to pick one up.
neutral	@BenBadler meanwhile the Red Sox are going to win their way to picking after the 10th pick then losing that pick when signing free agent
positive	@jmcatee I think I may have to make Kris Bryant my Best Man now.
neutral	Anyone have off 6th hour and going to dunkin??
negative	Indians open with Red Sox &amp; don't get the extra few days in April so the weather can improve. That's bad news for the Tribe.
neutral	https://t.co/uWkvCAMH2m Tom Brady and the New England Patriots. Are you ready for Thursday Night Football?  #Embargo #NFL #PatriotsNation
neutral	@Khorrasani a family friend may not know much about Islam rules or may lie or it could be someone who wanna do bad things on their name!!
positive	I love how Randy comes back in time to be involved in a ppv and we all accept it because c'mon it's Randy Orton
positive	It's good to kno the NFL season starts Thursday, so we can hear about other teams other then Tom Brady an the Pats! #iDontCareIfTheyCheated
positive	That's us signing off. Tweeting resumes from 7am tomorrow. Safe travels and enjoy Foo Fighters if you are going to Murrayfield tonight.
neutral	July 4-6. Cubs vs. Reds with all game times scheduled for 1:20.  White Sox vs. Yankees, with all times TBD.
neutral	@ImperialDesi Hawks will discipline Kane for sure. But he'll play again for the Hawks. May just have to wait a bit
positive	hello my followers fans one direction, I ask you to do this tendency September 13 with the hashtag # Happy Birthday Niall
neutral	Anyone willing to stalk Shawn with me? In Houston tomorrow
neutral	"Shawn literally is like:""show tomorrow ! Tickets on sale right now go get them "" like thanks for the warning ..."
neutral	@ShionsTear For me. It goes One Piece&gt;Naruto&gt;DBZ&gt;Bleach. Bleach has never really sat right with me. I can live without bleach.
neutral	am I the only person that just noticed Floyd Mayweather was fighting this Saturday?
neutral	Kane and Walcott both come off bench to score on Saturday then get rewarded by......errrrrrr sitting back on the bench #woyproblems #Eng
neutral	BEACH YOGA with JEN Monday- Friday 8:30am-9:30am Playa Azul  Come and Get your Yoga On!!! http://t.co/59p4nbBcQh
positive	Now let's go from Milan to Bologna - tomorrow I'm going to shop accessories (for my shop and (almost) not for myself ;))
neutral	Kanye West may be a lot of things but he's not a liar. He can't do anymore damage than the presidents before him did.
positive	Can't wait until April 4th.  Red Sox opening day at Cleveland. April 11th they open at home versus Baltimore. #RedSox
neutral	We have 3 tickets for the Orange Conference, Fri. 9/11. Contact Shawn for more info. Check out this link. http://t.co/LaOV9aR54i
neutral	And I'm still wondering where the fuck Frank Ocean is  https://t.co/6g0xeHqppz
neutral	anyone want to buy Jason aldean tickets off me for September 11th? priced to move.
positive	Only perfect counts for @realmadrid #BeTheDifference  Order the new Real Madrid 3rd jersey at http://t.co/ssapJ0sKPF http://t.co/1J1e44JVjx
neutral	I have class at 930AM tomorrow and there's 25 of us going to the Red Sox game tonight.......
negative	@RichardDawkins @AdorableMammal Interesting enough why is it Islam is the one culture/ religion 3rd wave feminism refuses to criticize?
negative	This is literally the exact same mistake Ice Cube made with 'Friday'. Don't do dis. https://t.co/tIn7Ql0hTR
neutral	@HotelCelebInfo Heeey could you look for Shawn's hotel in Madrid for his concert the 12th of September?? Thankss
negative	Please pull down Tom Brady's pants and undress the cheaters on Thursday night @steelers
neutral	Gareth Bale was never going to leave Real Madrid insists agent | Football | The Guardian http://t.co/SG6cuSctFv
negative	I am hearing a settlement may be in the works with Kane and alleged victim. He might be pulling a Kobe - WHICH MEANS HE IS GUILTY!!
negative	Goodell has been caught in lie after lie after lie.  Tom Brady swore under oath he did nothing and science affirms. https://t.co/jX8DPK55GR
neutral	Plot twist: Commissioner Goodell hires Harrison for a bounty on Tom Brady's head for the 1st game  #spygate #bountygate #Goodellgate
positive	@Naked_InMy_Vans I'll be indy Sunday night of Zac Brown Band concert! But we need to plan a get together with everyone soon
negative	Can it be thursday yet i wanna watch tom brady fuck somebody up
neutral	Floyd Mayweather going for 49-0 Saturday
neutral	We all know Tom Brady is going to go ape on Thursday night...right?
neutral	Would anyone wanna go with Shawn and I to Renn Faire Sunday, September 20??
neutral	http://t.co/mL0Dp3IGS6  Ask Floyd Mayweather if he would prefer to be popular or successful, he would have to say the latter.
neutral	I'd like to apologize in advanced for I'll most likely have a long snapchat story tomorrow due to the fact that I'll be seeing Ed Sheeran
neutral	@darogen @SnipingRaccoon @moonman023 No, just went kaput! PS4 ones may be lighter, but less prone to fried circuits.
neutral	@Jared_Carrabis Red Sox may move up to 4th place after tonight. #GoldBottles
positive	@thisislijoe play the multiplayer mode. Then pick up and play the rrmastered Uncharted 1-3 for the PS4. Release date is October 6 I think.
neutral	"5 months without Zayn""the 5th album is finished""niall is turning 22#1YearSinceFireproof  Today is Cam's b-day http://t.co/HehCx959SU"
neutral	SM: Sold out derby?: With days still to go before the kick off Sunday evening between Inter and Milan, it is o... http://t.co/5ZjcqEGKgL
positive	Tuesday is a great day at Love Life Hot Yoga with great classes to choose from! Breathe. Move. Sweat. at 5:30 (90... http://t.co/v7cW6UiQny
positive	Paul McCartney shared official video of his sweet Lollapalooza encore with Brittany Howard http://t.co/17bjgevA3Y http://t.co/xQREb2U8Eu
negative	C'mon 5 o'clock. I don't know if my PS4 is even downloading it or if it messed up. Gah. The suspense.
neutral	Listen for the Zac Brown Band sounder tonight and be caller 9 to win tickets to see them this Sunday! http://t.co/qpdAjF20O9
neutral	On this day in September 8, 2014~ #RAW: Sheamus vs. Seth Rollins  https://t.co/kAdWSYg0YU
neutral	When the gay marriage thing went thru I sat next to a bunch of politicians that stated he was all about the smaller things in life
positive	You know you're having a good time when you play Nirvana full blast in the office after hours and dance like there's no tomorrow. #mflpogo
positive	Tomorrow (Tues) at 5:00pm in GSC were selling tickets to Cedar Point ($30) and Ed Sheeran ($20). Pay with Cash/XCash! http://t.co/7dZrYrF2PT
neutral	On this day in September 8, 2014~ #RAW: Roman Reigns vs. Randy Orton  https://t.co/0kdH6f8DSY
neutral	Why do y'all want Nicki to be pregnant so bad like maybe around the 7th album but she's literally still in her prime.
positive	@OfficialMarkO  it's so amazing receive your tweet!!! Tomorrow no but I'm waiting you in Milan!!! Love love
negative	Evil, like the rolling stone upon a mountain-top, a child may first impel, a giant cannot stop. ~ Richard C. Trench
positive	We are so excited to announce our Adult Fitness Program for the 2015-2016 Season! Join us for Yoga on Monday... http://t.co/Jt2x5roeo7
positive	Celebrate the first day of classes with us tomorrow: SAA will have Dunkin' coffee and donuts in Centennial Commons tomorrow morning at 7:30!
neutral	Anybody selling a pair of Jason Aldean tickets for the 19th at @BlossomMusicCtr?! My girl @LyndsayK21 needs some!! @949WQMX
positive	Gucci gob spiritual being promise august nurse the dyad yours being friendly relations procural unto functiona...
neutral	Not sure Archie is to interested in this drab England performance. Kane on 2nd half. Maybe he can play with Rooney http://t.co/nxClns3XAA
positive	"I just liked ""Backstage with Kanye West - Saturday Night Live"" on @Vimeo: https://t.co/lS3bBX0aqY"
neutral	I may talk my shit about Caitlyn Jenner. But I'm going to use her correct name and pronouns. That's the least I can do.
neutral	Our Yoga for Veterans Class tonight has been cancelled but we hope to resume next Tuesday night! Interested in... http://t.co/UhDMFl7XyO
negative	A really unimpressive 1st half of football at Wembley (then again what do you expect.) can see Kane coming on early on. #ENGvSWI #England
neutral	@ColliderNews Press release came out instead of song. Confirmed Sam Smith but it's coming out on the 25th.
negative	Tom Brady's suspension got tossed &amp; all the fans from our 1st 4 games tucked the shit-talking in for a nice nap
negative	Tom Brady may have became the most hated person in the NFL over the last few months
neutral	"i'll just go ""is there any possible way i could get to milan on the 25th of october"" she'll probably start laughing at me lol"
neutral	Christians must disclose their income, and may split the jizya into two payments.
positive	Saw the PlayStation 20th Anniversary PS4 controller up close today. Oh, man, do I want this (as a huge fan of the original PlayStation).
neutral	Our account will be very active for International Fashion Month New York, London, Milan and Paris all the action from Thursday
neutral	Just wanna know why Niall's sat there in my mums dressing gown getting his food brought to him :/ ( he's 22 ) http://t.co/jAqDqnNeVs
neutral	Sheamus and Randy Orton settled their feud on #RAW. But was the match any different from their previous encounters?  http://t.co/TOSz15SDNU
negative	Hope he dumps his gay porn stash first: Kentucky Clerk Says He May Die Fighting Gay Marriage  http://t.co/qrU2gFDU7z
positive	I always kinda liked the steelers but Tom Brady about to show out Thursday night
neutral	Kane's teasing us with this shearer thing. Triple backflip into the corner flag at the stadium of light on Sunday
positive	GOAL! Kane 1-0 England   His 3rd in 4 internationals. Shaw with a great pull back and Kane slams it home with his left.   #ENGvSWI
positive	#Halifax #Students are you ready for some FREE HOT YOGA? Sept 13 - 19 enjoy one free week of sweet sweaty goodness. http://t.co/I95ehmUKUy
neutral	New Spygate Information Could Affect Tom Brady's Legacy: CHARLOTTE, NC - AUGUST 28: Tom Brady #12 of the New E... http://t.co/oYH0UGXdYo
neutral	@Potters_1863 @APB1979 I definitely watch a different game than you. England 2nd best 1st half and not that good 2nd half Kane is difference
neutral	Yoga Crash Course with Dawn Marie this Saturday at Maya Shakti Yoga Studio. 708 Commercial Avenue Anacortes, WA http://t.co/0ewBjgjure
positive	Dude, this new Iron Maiden album is frikken AWESOME to the 10th degree.
positive	Kane finding form at the right time, ready to score twice against Sunderland on Sunday...
negative	One season wonders don't tend to do it in their 1st season when only 21. Ridiculous that ppl even consider it. Kane is class, get used to it
neutral	So if Kane gets a 2nd. Then in the last minute England get a penalty, who takes it? @WayneRooney or @hkane28 ? #ENGvSWI #Rooney #Kane
neutral	Good finish from Kane, may not rate him that highly but he still scores
neutral	@EricWSoccer Yeah. In the case of England, when (I live in hope) they have Rooney, Sturridge, Kane and Welbeck fit they may be forced to
positive	Zayn may have left, but the boys do such an amazing job covering his parts.. #EMABiggestFans1D http://t.co/MpWkSRznko
neutral	Kanye West, 808s and Heartbreak performed in its entirety for the first time Sat, 9/26 @ Hollywood Bowl
neutral	Red Sox open 2016 season April 4th at Cleveland...Fenway opener April 11th with Baltimore..
neutral	Shawn will be in Norway the 17th Sweden the 18 and Las Vegas the 19 that's insane lol
positive	Some RI cycling. Some Red Sox baseball. Some @timjohnsoncx storytime on the bike. What's not to love?! https://t.co/mOg77r0cJV
neutral	throwback to my old fan account obviously the Shawn one hahah https://t.co/rzcdCqZ45M
positive	Good lord the food in Italy is so damn good.. Found a random cheap spot in Milan.. Venice tomorrow! http://t.co/PmyWIXQR5K
negative	A Gay marriage license will never legitimize sin You may get the marriage penalty &amp; pay higher taxes but B4 God you R still  living in sin
neutral	Free Intro to Yoga with Jude, Saturday,  September 12, 1-2pm.
neutral	going to yoga class tomorrow morning
positive	I like what I saw tonight, particularly in the 2nd half. 8 up/8 down. Let's keep rolling lads (hey Roy, you play Kane always) #England
neutral	Tyldesley says we haven't yet heard the name of the striker to beat Rooneys record 10mins after Kane scores his 3rd in 4 matches #EngvSwi
neutral	Kane's got United player written all over him for me. See how he does in his 2nd season though. Poor start, but only few games in.
negative	How pissed off was I after doing Kane 1st goal England win 2-0 to find he wasn't even playing. 1st bet I've done since last time I won!!
neutral	@khalilj_2 @FunniestVines I thought it may have been about John Cena
neutral	http://t.co/dcqBwmJp35  ICYMI : Christopher Carter and I break down how the #Steelers defense should attack Tom Brady on Thursday night.
positive	Kane with a brilliant finish tonight as England win 2-0 . let's hope he takes his performance into the game on Sunday http://t.co/S6GPyhbC3N
positive	ED SHEERAN next Tuesday!! with @popjennie17  #cantwait #ThinkingOutLoud #ateam #drunk #legohouse #sing #one #edsheeran
neutral	If you oppose gay marriage on religious grounds, find me anything in the Red Words that say same sex couples are not allowed to wed.
neutral	I have to get a picture of what I think beauty is for homework. I'll just print a picture of Tom Brady or me.-The 6th Grader I nanny
neutral	Kane's confidence is sky high.. Odds on Kaboul to have the game the game of his life Sunday and him to be lost in his pocket?
positive	John Kasich may be the only Republican Presidential candidate who I feel like wouldn't completely ruin America if elected.
neutral	Sam's new role? Bond girl: Sam Smith may be singing the new theme song for the new James Bond movie 'Spectre,'... http://t.co/7G8GaSkwFi
positive	Tomorrow night we are starting some new programs!  Yoga session 1 starts at 5PM at the courcelle building and... http://t.co/XAbSntzbG8
positive	It's 10pm. I'm sat in my chair watching #RoyalRumble, spaMing @MoistStrawberry with Brock lesnar gifs. Great night. http://t.co/FGAayXrnyD
neutral	@murrayirc @ghostwater_fm  but yeh we r going to Ramen-San downtown tomorrow (Murray and Chris and I) get my # from that girl @ghostlizzy
negative	Niall is 22 this Sunday and I honestly don't want to think about it
positive	@EmmaTrant enjoy the match on Sunday. I am looking forward to seeing how shit Milan are live :) lawlllllll Milano e neroazzuro!!!!
neutral	Networking Nirvana starts September 24th. If you want to learn how networking can help you grow your business: http://t.co/eJkXhgre3P
negative	Niall posts three pictures in a day. None of them are of him. Tuesday, why are you so cruel?
neutral	Tribe Uses Homers to Set Sale; Indians 3, White Sox 2: The Indians beat Chris Sale and the White Sox, 3-2, Mon... http://t.co/vAA9hA8TXb
neutral	"Released Friday: ""A Love Song to the Earth"" by Paul McCartney, Jon Bon Jovi, Sheryl Crow, Fergie, Sean Paul,... http://t.co/asFpPVjBLn"
negative	"YOU cannot stop YAHWEH ELOHIM BUSINESS. YAHWEH ELOHIM HAS BESTOWED HIS Powers ON Janet Jackson and it's SEALED IN YAHWE""S 9th SEAL ."
positive	Yoga's been around for 2,500 years but the sun salutation has only existed 100 years. Interesting programme on BBC4.
negative	Sam Smith may be the worst act on the radio
neutral	Dr. Roseen will be in H3 tomorrow at 12:30p presenting about Yoga for Back Disorders. Don't miss it! http://t.co/obcZm2lAWv
neutral	Ice Cube , T Pain , Ashanti , Baby Bash , 2nd to None Live at Queen mary sept 12th. I got tickets if you need any $45 about 40 left
positive	With Kane and Rooney seemingly forming a great partnership, it shows how great a signing Man Utd may have wanted to make #rooney #kane #mufc
negative	May not agree with gay marriage! #KimDavis has been married 4 times but yet has the right to tell someone not to marry? Huh Stay married 1st
neutral	#Obergefell, Marriage Equality and Islam in the West http://t.co/NoQlB3g6t0 #IslaminAmerica #marriageequality
negative	really sucks that if I didn't have school tomorrow I would've been able to see shawn tonight
neutral	#Indians Francisco Lindor is out of the Indians' starting lineup Tuesday night against the White Sox.  http://t.co/Q1qiobeqlu
neutral	Steelers gonna get waxed on Thursday without LeVeon Bell and Tom Brady back for the Patriots.
positive	Decided to start going to yoga classes again. Starting tomorrow. Better clean my mat then..
neutral	A woman called Nicki a wee bitch and spat because she sat down in front of her on the 11
positive	"Dustin Pedroia returns to the Red Sox lineup...out since July 22nd...""Win every game the rest of the way we're in.""...A 29 game win streak?"
neutral	The sun will set in the west tonight, prompting @nflcommish to suspend Tom Brady for 4 more games. #Patriots
positive	Leo's 1st Foo Fighters concert. 6hr round trip to see his Hero @DaveGhrol_1 #foofighters. Thank you for the memories http://t.co/nQuGjP2g8b
neutral	@mzeyara idul adha is the feast of the sacrifice, major festival, greater eid. It's the 2nd of two religious holidays celebrated by Muslims.
neutral	Kind of want to go to yoga, kind of want to stay here and watch Freaky Friday
neutral	"I think Mr. ""Mookie"" may be confusing Muslims with Vampires #tytlive"
positive	#RAW Review:http://t.co/rXRVmqrc0n Seth Rollins, Sting &amp; the Statue, THE BEST SEGMENT EVER, Rusev, Ryback &amp; his Backstage Promos &amp; more
positive	Say hello to Vince and April! Our first ever Murray's Students of the Month!  Check out our blog to read all about... http://t.co/MFp6RXVOo3
positive	Kane is going to a jobs fair tomorrow and I just read the first CV he's ever written.  It's awesome!   Is give him a job :-)
neutral	WWE : Fan enters the picture and surprise Seth Rollins on Monday Night RAW
positive	I wanna go see the Zac Brown Band this Friday.
neutral	U2 will play the 3 Arena on November 23/24/27 &amp; 28 and play Belfast 18 and 19 November #U2ieTour
positive	I see Janet Jackson in concert this Friday. Most of you probably never heard of her. :-) #excited
neutral	If you attend ball state and wanna go to yoga on Sunday's with me please raise your hand
positive	My day was just made! Julie coming up in the clutch with Zac Brown Band tickets for Friday! #Daymade #shortweek
positive	Missed the game, but awesome that Kane scored. Should help a ton for Sunday.  #Confidence
positive	Nothing like it November...  @rickyaross @martyn_joseph and U2... Christmas is definitely early!
neutral	Both Kane and The Undertaker pin Austin. . . Who's the champion? The world may never know. . .  #Breakdown98
neutral	Tom Brady is gonna go off this Thursday, the steelers don't have a chance. I'll take that -7 all day.
neutral	Come back to Milan @drnategoldstein! This one has your name all over it!  https://t.co/dVVosqve2t
positive	Early heads up for the Dimensionaughts! Be Ready, friday night we pay Respect &amp; I mean Respect to Iron Maiden. Ya Snooze Ya Lose  #URE
positive	My butt cheeks hurt and I love it! Yoga, lunges and squats lol might go back for round 2 of Yoga on Thursday...the positions we did&gt;&gt;&gt;
neutral	SAT Prep. @BillSimmons backing the @Patriots is like @AaronRodgers12 : backing Ryan Braun. #SpyGate #deflategate
neutral	Only reason is be scared of gay is if u hide your true feelings I says it's hate and fear u may have thoughts of why do picture anyone
neutral	John CENA and I will be unable to attend the critique tomorrow night at the same time as the first one of our album of my life
negative	Zayn left the band on Wednesday The last Canadian show is on a wednesday My first day of school is wednesday   I OFFICIALLY HATE WEDNESDAYS
neutral	@AdamOnQ92 any m&amp;g for Ed Sheeran on your show tomorrow or in the near futures
positive	Floyd Mayweather fights Andre Burto this Saturday. All I gotta say is where all the hype at????? Lol
neutral	Modric celebrates 30th birthday: The Croatian player is in his fourth season at Real Madrid, where he has alre... http://t.co/zd149v3mJv
positive	Tomorrow @ 5pm in GSC buy tickets to Ed Sheeran in concert at Riverbend on 9/17. Tickets are $20 cash. See you there! http://t.co/ORJdW6OACv
positive	I guess you could say that I have the Red Sox bug after Friday's game, so naturally I'm looking at season tickets...even though I'm broke
neutral	@maice96 I'm getting it on ps4 bro &gt;.&gt; yeah I think Eid is on the 24th...
neutral	Anyone know where I can watch the Floyd Mayweather vs Andre Berto fight Saturday in San Marcos? #TXST
positive	Omg I'm literally seeing Ed Sheeran with some of my best friends tomorrow I'm so excited
negative	How about one on how ESPN got played like a fiddle by the NFL in an attempt to tarnish Tom Brady's legacy? https://t.co/GcGmpGGHAc
neutral	I bet if Tom Brady said that the sun revolves around the earth. Pats fans would back him up and say he's Jesus. Smh
negative	Tom Brady may actually be a monster off the field. https://t.co/0VZBHbrFkm
positive	@_lwill I take that back, I get paid tomorrow so what's Gucci have a nice new day
positive	I get to see Ed Sheeran on Thursday. And Stephan is going with me. My excitement levels are through the roof. :D
positive	Here here for superman... err John Cena reported injured Saturday night but just fine for Monday Even got a pin FTW #CenaHateNation
negative	@greta @ShannonBream @FoxNews Gay mariage was NOT LEGAL when she ran 4 job step down or limit duties hav 2nd election 2bad S court FAILD USA
negative	Ok, she's against gay marriage &amp; blah blah, but she's been married 4 times. Isn't divorce frowned upon in the bible? https://t.co/rI8gHsUuTa
neutral	@GovMikeHuckabee Obama even changed the Oath of Allegiance in July to accommodate Muslims
positive	Ed Sheeran either Jan 30 2013 or Nov 1 2013 the best days of my life https://t.co/crsnvlnnpl
neutral	I've yet to hear any of them address the possibility that Muslims may take offence at being put in church halls. Get your Plan B ready.
neutral	Red Sox may be losing, but the no hitter is still intact.
negative	I'm not entirely sure how I went from a crummy Sam Smith visual gag to aching existentialism but sudden Sun Kil Moon will do that to you
positive	David Wright hits a homer that lands four rows from the concourse in LF, an absolute bomb. It's now 2-1 #Nats in the 2nd.
positive	That was David Wright's 3rd home run of the season! http://t.co/OF4LA4zYRF
neutral	Kanye West becomes the 1st rapper ever to be on the cover of The New Yorker Magazine...but something looks a bit off http://t.co/T3JQPij1RJ
neutral	I wonder will sting get back an Seth Rollins mind like the in Monday night raw #sting
neutral	That David wright home run has 8th inning , inning ending double play with bases loaded written all over it
neutral	Haha the top 5 most popular shirts on the NFL store are all Jarryd Hayne jerseys, Tom Brady is 6th
neutral	A respected American Muslim scholar of law weighs in: Obergefell, Marriage Equality and Islam in the West http://t.co/7iAwLOZaqh
positive	@jaimemiciah drop them off at King Kog on your way to CX practice tomorrow! Shawn is the best!
neutral	Ellen's 13th season premiere with Caitlyn Jenner.  #ellen  #caitlynjenner #theellenshow @Caitlyn_Jenner @TheEllenShow
neutral	Who's going to ED SHEERAN next Wednesday
positive	Foo Fighters were incredible! Know I'm going to be dead tomorrow but so worth it!
neutral	"Yall can say whatever about the patriots ""cheating"" Tom Brady is innocent and will win his 5th ring this season"
neutral	@holamatt hey are you trying to meet Shawn tomorrow?
neutral	@Shiffty25 @Im_Render @JoeBoston617 Oh ok, yeah I was just saying 3rd party not making many games for PS4 isn't 100% Sony's fault
positive	One and only time I am rooting for the Red Sox is tonight and tomorrow
neutral	The 20th anniversary PS4 controller looks really nice, but I barely play my PS4 so I don't want to waste any money. LOL
neutral	Ladies! Due to a scheduling conflict with our instructor, yoga will be TOMORROW instead of Thursday. Be prepared to limber up! #LittleThings
neutral	Today in Beatles History (April 24, 1969):  Paul McCartney announces there is no truth to the rumors that he is dead.
positive	Nice 'W' tonight with @bigbuckbrock shooting 38, Milan 44, @FerrellWade 45, Chet 48 against FM. Be ready tomorrow as we take on the Buccs
positive	Somebody should bring me a ice chips ahoy from dunkin donuts tomorrow I'll pay you back
neutral	"Some people may confuse what im saying for ""gay"".. Well happiness yeah... Pride..well yeah like the lion. Not the other gay..feel me?"
neutral	#KCA #VoteJKT48ID BlueJays: .BlueJays and Red Sox remain tied through 3 innings. On to the 4th. http://t.co/0aDXtgv1Ri
positive	Hocking Hills Yoga Studio had a great Explore Yoga class at the winery tonight! Next class is Thursday at 6PM! #hockinghillsyogastudio
positive	Fresh off the fight of the decade, this Saturday Floyd Mayweather is back to defend his Welterweight World Title... http://t.co/eRWKIqUtPf
positive	@stoolpresidente  this shirt got a lot of love here in Virginia last Thursday at the Jason Aldean Concert! http://t.co/TGrAqUGbLM
negative	am I the only one who could care less about the Ed Sheeran concert tomorrow?
negative	@XeroGravity @LouanaGamer man, looks like it wwont even be ready by the time i go to work tomorrow morning :( should have left my PS4 on
positive	@Mia_Noel lol do you Mia, do you. Back in my day we skipped band on a Monday to see Ed Sheeran &amp; came to school the next day to tell every1.
neutral	Wednesday's Classes  9:15 AM - Yoga with Annalisa  6:15 PM - Fit 4 Life with Orson 7:15 PM - Spinning with Arthur... http://t.co/ugmvySCJR1
negative	@MossadNews France may be right, isn't that what ISIS wants spreading  Islam all over the world. ISIL was in cahoots with Bush and Cheney.
neutral	Murray is outshooting St. Mary 6-4 in the 21st minute, but still no score.
neutral	I bet Scott Walker would dump Tonette and become Kim Davis's 4th husband if he thought it would help his numbers. But that's a hypothetical.
neutral	My mom is seeing Jason Aldean for the 10th time this weekend and she's met him already and has VIP and she isn't taking me
positive	I got two tickets VIP to Ed Sheeran tomorrow at the American Airlines arena. Hmu if you want them
neutral	I think it may take a women like Caitlyn Jenner to beat a man like Serena Williams. #USOpen2015 #VenusVsSerena
neutral	Grammy Award winner Sam Smith confirmed on Tuesday he will sing the theme for the next James Bond movie. https://t.co/HND1LpUGOz
neutral	Nicki had the most consecutive weeks in the Top 10 by a female artist with 'Pink Friday'. http://t.co/al6op9AXC4
neutral	Wednesday's Schedule:  9:15 Yin Yoga with Olga 5:30 Vinyasa Flow with Olga 7:15 Hot Yoga with Olga... http://t.co/4Qy5XxFRzL
neutral	Mom &amp; Baby Yoga with Allison Oxoby - it's not too late to enroll in our Thursday class! Thursdays @ 1:15-2:30pm... http://t.co/MKWXscxVbY
neutral	Red Sox have a runner at 3rd with 2 out with the game still tied at 1-1.
negative	when Gucci 1st got out of jail after the poolstick incident I said lets do a tape. he declined due to the album he was working on.
neutral	can't remember &amp; last Friday night are like the same song.I think Calum's Katy perry obsession is getting out of hand http://t.co/gczQhG7oVZ
neutral	Yoga with Shannon tomorrow morning 545-630am!!! Get your work out in before your day starts! Please use the door with the ramp! :)
positive	I LOVE how aggressive both Serena &amp; Venus are being off the 2nd serve return. Murray would lose this match! @cbfowler @bgtennisnation
neutral	@TheZaneSimon If Rousey retired tomorrow do you see anyone who would hold the belt for awhile or do you think it would get passed around?
neutral	Pat Brisson, the agent for #Blackhawks forward Patrick Kane, said Tuesday he believes Kane is innocent of any crime ( Per @ESPNChiPowers)
positive	Hold on... Sam Smith may do the theme to Spectre!? Dope!!!!!! #007 #SPECTRE #JamesBond
neutral	@arimoongrande lmao Saturday when I went out with my bf I got so drunk the bouncer asked me who's president and I said Kanye west asffsgw
neutral	Kane will be featured in the ACHiever for the Nov/Dec issue. Photo courtesy @hittphotography  @archildrens http://t.co/HxPM4oN1Ca
neutral	Let's count how many people are going to be wearing a shirt from the Ed Sheeran concert tomorrow
positive	My baby girl start school tomorrow I pray she has a wonderful school year coming. I love you baby girl Nirvana
neutral	I need to log off now bc school starts tomorrow and I'm still not done with my summer hw. Have a Shawn pic (not mine) http://t.co/4BD4QLR8xz
neutral	@Patholemew Correct on the Red Sox, no Orioles. Ruf - Alternate jersey, base from 1st career HR &amp; 2 game-used bats
neutral	@AhmadiTruth I'm going sleep. May Allah forgive my sins and protect me from your kind. And May Allah guide you to Islam and leave Kufr
neutral	Australia should give priority to Christians refugees. Abetz believes in freedom (not) as long as its his view of it. http://t.co/EnYlEdwtSJ
neutral	Wednesday at The Corner Studio:  9:30-10:30am All Levels Yoga with Amie 6-7:15pm Core Flow Yoga with Heather... http://t.co/vbL7ulRZk8
positive	Super Eagles coach, Sunday Oliseh, has expressed satisfaction with the level of play by his players in his first... http://t.co/849naMQofE
positive	So excited to be going with my lil girl Jaz to see Ed Sheeran &amp; Christina Perry tomorrow night #DaddyJazAdventures http://t.co/13zxJBdOwI
positive	goodnight I know it's super early and I'm missing Shawn's performance but I have a huge test tomorrow and I need sleep ok Shawn loves you
neutral	I'm about to try and convince my mom to let me go to the ed Sheeran concert tomorrow pls hope it works
positive	@Betweenthehedge @VivianJo1 @cosmosmom1952 Don't you just love them to pieces?!?! Murray is my 3rd. I can only handle one at a time tho. lol
neutral	@amyrambo456 @Indiaairie me when Niall broke his leg for the 5th time
positive	Can't wait for our first Vinyasa Power Yoga class tomorrow with our new instructor Arielle!  Come join us at... http://t.co/cfH0ACH638
positive	David coming through the with an Ed Sheeran ticket is the best thing in boyfriend history https://t.co/JUDXsWf2xm
neutral	@Hwy_Girl @dunc_aldridge No Thanksgiving break?? We have the week off! He may not like U2, but he is supportive of the obsession!
neutral	Yoga club's first session is tomorrow from 4-4:50 in the media center. Don't forget to bring your mat!
positive	The WAM (Write Around the Murray) Book Festival starts today at the Albury Library/Museum and goes until sunday... Go check it out!!!
positive	a pumpkin muffin from Dunkin will be the only way I make it through tomorrow without crying a lot
neutral	Ben Carson just now on Fox: Christians deserve more 1st Amendment protection than other faiths because US was founded on Judeo-Xtian values.
positive	Listen. I have Ice Cube my money the 1st time. Cyss gon watch bootlegs till I die my nigga.
negative	Kanye west may be an asshole but he's top five dead or alive
positive	I'm going to bed , I hope EVAN has a great day at school &amp; I'm so proud to see SHAWN ROCKINg it tonight first day tomorrow I love them both
neutral	Good night all. Will wake tomorrow and check espn to see if tom brady relieved himself during the night.
neutral	We may not like it, but Red Sox ate pitching  #BlueJays properly. These inside pitches making them uncomfortable.
negative	Floyd Mayweather really fights his last fight this Saturday and it's like nobody really gives a fuck lol
negative	Tell me if 14th can be used for Gay marriage then why wasn't it used for @Autarkh @robknoxious1 @GloriaMitchell6 @Shleep84 @GuyScott33
positive	ready to go to gay club tomorrow with my leggins and my boots and my stylish dinosaur t shirt... my sailor uranus keychain
positive	Serena is one of the best athletes in the world. Like may weather at his sport or Kobe or Tom Brady
